sessionId,operatorId,scenarioId,sequencePosition,previousAction,expectedAction,responseSeconds,pauseSeconds,duplicateCount,actionValue,valveL1,feedFlow,pressureK1,pressureK2,levelK1,levelK2,temperatureFurnace,gasPercent,saltMgL,waterAfterElou,powerOk,instrumentAirOk,coolingWaterOk,ventElouOk,riskId,candidateAction,willError,riskClass,riskScore,predictedErrorLabel
synthetic-00569,operator-14,SC-12,9,restore-cooling,set-fuel-45,7.36,14.98,0,78.2,98.2,239.5,3.09,0.37,36.0,41.9,413.3,5.7,2.65,0.08,True,True,True,True,risk-006031,set-fuel,1,MEDIUM,64,PARAMETER_ERROR
synthetic-00035,operator-02,SC-08,1,set-fuel-45,restore-ventilation,26.59,22.18,0,30.3,97.4,593.0,3.09,0.5,42.6,56.7,321.0,2.4,4.39,0.049,True,True,True,True,risk-004650,restore-ventilation,0,LOW,10,NORMAL
synthetic-00474,operator-18,SC-13,10,start-N1,check-process-state,13.69,0.51,5,53.4,95.2,530.6,1.85,0.54,69.1,45.5,340.0,8.5,2.18,0.093,True,True,True,True,risk-009825,start-N1,1,MEDIUM,52,DUPLICATE_COMMAND
synthetic-00673,operator-18,SC-13,9,start-N1,restore-utility-or-prepare-equipment,24.28,20.11,0,28.4,99.7,715.7,4.41,0.45,38.7,41.2,335.6,1.2,3.1,0.123,True,True,False,True,risk-007262,set-fuel,1,MEDIUM,61,EQUIPMENT_NOT_READY
synthetic-00107,operator-18,SC-14,7,start-N1,restore-cooling,12.05,24.35,0,23.4,99.0,436.9,2.18,0.47,46.9,74.0,311.6,9.6,4.98,0.054,True,True,True,True,risk-002151,restore-cooling,0,LOW,22,NORMAL
synthetic-00512,operator-06,SC-01,8,toggle-electric-field,check-process-state,8.78,1.96,2,52.8,96.3,523.6,2.37,0.69,53.2,73.3,320.3,10.5,3.72,0.067,True,True,True,True,risk-008013,toggle-electric-field,1,MEDIUM,40,DUPLICATE_COMMAND
synthetic-00614,operator-14,SC-06,12,set-fuel-45,set-fuel-45,17.48,10.58,0,98.8,99.7,128.7,2.54,0.72,68.0,65.7,412.7,1.8,4.38,0.088,True,True,True,True,risk-002989,set-fuel,1,HIGH,78,PARAMETER_ERROR
synthetic-00024,operator-20,SC-05,5,open-L1,restore-ventilation,26.81,10.67,0,39.4,97.0,637.6,2.04,0.78,37.5,69.2,328.6,5.2,2.51,0.114,True,True,True,True,risk-005522,restore-ventilation,0,LOW,18,NORMAL
synthetic-00726,operator-02,SC-01,2,start-N1,restore-utility-or-prepare-equipment,12.25,16.32,0,52.6,99.4,820.2,2.39,0.6,53.2,49.9,344.6,8.2,2.74,0.05,True,False,True,True,risk-006941,set-fuel,1,HIGH,73,EQUIPMENT_NOT_READY
synthetic-00213,operator-03,SC-13,12,check-alarm,open-L1,7.05,6.07,0,55.0,68.2,248.4,2.52,0.49,36.3,44.3,317.9,8.7,3.14,0.128,True,True,True,True,risk-002999,start-N1,1,MEDIUM,67,SEQUENCE_ERROR
synthetic-00346,operator-15,SC-14,6,alarm-K1-high,protect-K1,129.57,130.49,0,25.2,98.3,777.7,2.41,0.63,44.0,57.8,319.7,28.3,4.59,0.144,True,True,True,False,risk-009056,toggle-electric-field,1,HIGH,82,RESPONSE_TIME_ERROR
synthetic-00657,operator-12,SC-07,11,check-alarm,set-fuel-45,8.23,22.86,0,80.2,95.4,304.1,2.69,0.72,68.5,72.5,391.5,2.2,2.03,0.062,True,True,True,True,risk-007291,set-fuel,1,MEDIUM,68,PARAMETER_ERROR
synthetic-00795,operator-23,SC-12,2,start-N1,protect-K1,18.26,17.18,0,79.6,96.0,585.2,2.95,0.43,10.9,74.4,333.4,2.2,3.69,0.085,True,True,True,True,risk-009296,set-fuel,1,HIGH,85,CRITICAL_OPERATION_ERROR
synthetic-00503,operator-15,SC-07,12,start-N1,check-process-state,6.25,0.88,3,23.4,97.1,730.3,2.89,0.48,56.8,41.3,308.9,2.9,3.73,0.088,True,True,True,True,risk-003930,start-N1,1,MEDIUM,54,DUPLICATE_COMMAND
synthetic-00601,operator-14,SC-01,1,check-alarm,set-fuel-45,10.68,2.65,0,88.3,95.7,198.3,4.06,0.67,66.2,43.3,398.8,8.0,3.88,0.072,True,True,True,True,risk-008819,set-fuel,1,HIGH,71,PARAMETER_ERROR
synthetic-00385,operator-21,SC-05,2,alarm-K1-high,restore-cooling,61.31,94.63,0,45.7,98.1,608.0,4.34,0.56,36.4,41.3,349.6,3.3,3.4,0.044,True,True,False,True,risk-000862,restore-ventilation,1,HIGH,70,RESPONSE_TIME_ERROR
synthetic-00828,operator-21,SC-05,4,check-alarm,restore-circulation-and-reduce-fuel,14.43,4.25,0,94.8,96.8,90.5,3.08,0.55,56.4,72.3,426.7,2.6,3.35,0.14,True,True,True,True,risk-000446,set-fuel,1,HIGH,93,CRITICAL_OPERATION_ERROR
synthetic-00074,operator-03,SC-08,9,check-alarm,restore-cooling,16.54,8.26,0,33.8,97.4,751.5,2.3,0.77,53.1,40.2,347.4,0.9,4.29,0.045,True,True,True,True,risk-001275,restore-cooling,0,LOW,17,NORMAL
synthetic-00179,operator-05,SC-08,11,check-alarm,toggle-electric-field,21.98,13.26,0,30.1,97.1,487.0,2.07,0.76,69.9,74.2,352.5,3.5,2.1,0.121,True,True,True,True,risk-004606,toggle-electric-field,0,LOW,21,NORMAL
synthetic-00137,operator-10,SC-12,11,set-fuel-45,set-fuel,25.65,21.65,0,31.2,97.7,601.9,2.94,0.57,37.5,73.1,300.1,6.5,3.16,0.136,True,True,True,True,risk-000623,set-fuel,0,LOW,3,NORMAL
synthetic-00653,operator-12,SC-14,4,restore-cooling,set-fuel-45,13.57,21.82,0,80.2,97.3,333.4,2.96,0.53,46.8,62.6,398.6,3.7,3.05,0.098,True,True,True,True,risk-001481,set-fuel,1,MEDIUM,59,PARAMETER_ERROR
synthetic-00632,operator-15,SC-10,10,open-L1,set-fuel-45,20.88,16.01,0,82.7,97.8,364.2,2.56,0.43,54.1,64.5,398.6,3.3,2.24,0.08,True,True,True,True,risk-009088,set-fuel,1,MEDIUM,67,PARAMETER_ERROR
synthetic-00506,operator-11,SC-10,11,set-fuel-45,check-process-state,16.35,0.71,2,40.6,97.5,788.2,2.62,0.55,38.4,64.3,346.0,6.7,4.91,0.047,True,True,True,True,risk-006511,set-fuel-45,1,MEDIUM,54,DUPLICATE_COMMAND
synthetic-00235,operator-08,SC-12,4,drain-E1,open-L1,16.7,3.65,0,31.0,13.9,120.8,2.67,0.42,62.0,41.7,353.4,3.9,4.53,0.059,True,True,True,True,risk-007910,start-N1,1,MEDIUM,67,SEQUENCE_ERROR
synthetic-00032,operator-02,SC-07,6,restore-cooling,toggle-electric-field,21.43,16.02,0,52.3,97.7,869.3,3.15,0.43,36.9,71.9,321.0,7.4,3.28,0.133,True,True,True,True,risk-005061,toggle-electric-field,0,LOW,17,NORMAL
synthetic-00401,operator-16,SC-14,3,alarm-K1-high,cut-fuel,148.66,121.21,0,25.8,97.2,736.3,4.19,0.6,50.9,69.5,322.8,0.3,2.57,0.147,True,True,False,True,risk-005471,toggle-electric-field,1,HIGH,78,RESPONSE_TIME_ERROR
synthetic-00090,operator-08,SC-07,5,set-fuel-45,restore-cooling,22.82,16.34,0,36.0,96.8,754.4,2.39,0.62,70.6,44.4,326.7,2.0,2.38,0.116,True,True,True,True,risk-000594,restore-cooling,0,LOW,6,NORMAL
synthetic-00601,operator-11,SC-07,5,open-L1,set-fuel-45,19.02,14.54,0,79.2,97.6,280.9,4.06,0.5,39.6,41.2,416.3,8.9,2.8,0.077,True,True,True,True,risk-006350,set-fuel,1,MEDIUM,66,PARAMETER_ERROR
synthetic-00739,operator-01,SC-06,2,restore-cooling,restore-utility-or-prepare-equipment,17.66,15.4,0,40.6,97.9,702.0,4.12,0.78,65.7,64.2,302.5,11.9,3.57,0.135,True,True,False,True,risk-004831,start-N2,1,HIGH,71,EQUIPMENT_NOT_READY
synthetic-00288,operator-05,SC-07,7,set-fuel-70,open-L1,10.42,10.06,0,31.7,7.8,115.2,2.88,0.7,43.8,52.9,323.8,1.0,3.17,0.057,True,True,True,True,risk-009084,start-N1,1,HIGH,73,SEQUENCE_ERROR
synthetic-00573,operator-20,SC-14,5,start-N1,set-fuel-45,9.96,23.42,0,90.3,95.8,158.9,2.76,0.57,64.8,35.3,404.3,8.1,2.27,0.068,True,True,True,True,risk-002701,set-fuel,1,MEDIUM,64,PARAMETER_ERROR
synthetic-00762,operator-01,SC-14,11,start-N1,restore-ventilation,10.46,3.44,0,34.9,99.8,514.8,3.03,0.6,57.4,48.3,342.9,28.9,3.45,0.11,True,True,True,False,risk-009273,disable-ventilation,1,HIGH,91,CRITICAL_OPERATION_ERROR
synthetic-00451,operator-23,SC-10,7,alarm-K1-high,restore-cooling,81.29,119.88,0,53.7,97.0,885.5,3.02,0.73,50.1,55.1,339.3,20.5,3.94,0.045,True,True,True,False,risk-002753,start-N1,1,HIGH,81,RESPONSE_TIME_ERROR
synthetic-00521,operator-02,SC-06,10,set-fuel-45,check-process-state,19.5,0.94,3,36.0,96.2,838.1,1.9,0.78,59.1,62.6,351.0,1.6,3.18,0.129,True,True,True,True,risk-000364,set-fuel-45,1,MEDIUM,41,DUPLICATE_COMMAND
synthetic-00361,operator-24,SC-14,8,alarm-K1-high,protect-K1,144.41,121.26,0,40.7,97.2,677.8,4.57,0.4,68.7,66.4,313.5,1.7,2.15,0.114,True,True,False,True,risk-002236,restore-ventilation,1,MEDIUM,62,RESPONSE_TIME_ERROR
synthetic-00328,operator-17,SC-06,3,drain-E1,open-L1,24.0,16.05,0,27.6,80.3,254.4,3.04,0.7,46.7,45.8,343.1,10.4,2.21,0.079,True,True,True,True,risk-009458,start-N1,1,MEDIUM,69,SEQUENCE_ERROR
synthetic-00491,operator-09,SC-05,7,restore-cooling,check-process-state,8.12,2.06,5,31.9,95.2,504.6,2.36,0.71,68.8,39.3,346.8,7.1,3.48,0.095,True,True,True,True,risk-005856,restore-cooling,1,MEDIUM,44,DUPLICATE_COMMAND
synthetic-00123,operator-11,SC-01,8,open-L1,protect-K1,24.01,22.95,0,45.8,98.3,758.2,3.0,0.65,52.5,63.8,315.1,0.7,3.56,0.103,True,True,True,True,risk-008320,protect-K1,0,LOW,2,NORMAL
synthetic-00384,operator-22,SC-14,8,alarm-K1-high,protect-K1,110.07,76.81,0,24.3,98.9,572.5,2.79,0.79,38.1,57.5,310.5,19.3,2.79,0.072,True,True,True,False,risk-009148,start-N1,1,HIGH,70,RESPONSE_TIME_ERROR
synthetic-00323,operator-18,SC-12,3,set-fuel-70,open-L1,4.58,13.54,0,41.4,21.2,160.7,2.36,0.65,64.2,69.9,331.5,2.9,3.17,0.054,True,True,True,True,risk-006449,start-N1,1,HIGH,77,SEQUENCE_ERROR
synthetic-00588,operator-14,SC-12,2,open-L1,set-fuel-45,25.2,9.08,0,75.4,98.5,174.8,3.14,0.59,50.1,74.5,404.4,1.0,3.74,0.075,True,True,True,True,risk-001671,set-fuel,1,HIGH,72,PARAMETER_ERROR
synthetic-00499,operator-11,SC-14,10,start-N1,check-process-state,12.01,1.94,5,53.0,96.4,881.9,1.84,0.6,67.5,49.0,334.1,1.4,2.01,0.131,True,True,True,True,risk-001915,start-N1,1,MEDIUM,41,DUPLICATE_COMMAND
synthetic-00270,operator-11,SC-07,5,check-alarm,open-L1,25.92,16.8,0,41.6,34.7,204.6,2.53,0.68,60.7,43.0,324.6,0.3,2.69,0.099,True,True,True,True,risk-003479,start-N1,1,MEDIUM,59,SEQUENCE_ERROR
synthetic-00015,operator-05,SC-10,5,set-fuel-45,start-N2,9.23,5.54,0,27.5,96.2,758.1,2.38,0.77,36.8,64.5,310.8,2.0,2.81,0.126,True,True,True,True,risk-008687,start-N2,0,LOW,4,NORMAL
synthetic-00134,operator-21,SC-10,5,start-N1,set-fuel,11.66,9.95,0,32.2,97.2,664.5,2.47,0.51,37.8,70.1,351.0,0.5,3.67,0.075,True,True,True,True,risk-009852,set-fuel,0,LOW,14,NORMAL
synthetic-00452,operator-18,SC-13,9,alarm-K1-high,cut-fuel,128.54,111.03,0,30.8,95.2,844.6,1.82,0.75,43.7,46.9,318.6,24.5,3.2,0.1,True,True,True,False,risk-000938,start-N2,1,MEDIUM,57,RESPONSE_TIME_ERROR
synthetic-00324,operator-04,SC-05,5,set-fuel-70,open-L1,22.03,8.38,0,26.5,60.6,60.6,2.26,0.71,45.8,35.1,305.0,3.1,4.19,0.047,True,True,True,True,risk-004535,start-N1,1,MEDIUM,58,SEQUENCE_ERROR
synthetic-00186,operator-22,SC-05,8,open-L1,start-N2,22.73,13.94,0,52.5,98.0,631.0,3.09,0.66,69.3,68.4,307.1,8.2,2.47,0.108,True,True,True,True,risk-006991,start-N2,0,LOW,14,NORMAL
synthetic-00518,operator-09,SC-12,2,start-N1,check-process-state,23.53,2.66,2,47.2,97.5,894.9,1.82,0.46,57.7,73.0,335.3,7.9,2.36,0.098,True,True,True,True,risk-005797,start-N1,1,MEDIUM,47,DUPLICATE_COMMAND
synthetic-00526,operator-22,SC-08,6,start-N1,check-process-state,4.14,0.72,4,23.9,95.5,755.9,2.42,0.61,45.3,64.3,309.1,10.7,3.45,0.046,True,True,True,True,risk-001174,start-N1,1,MEDIUM,51,DUPLICATE_COMMAND
synthetic-00707,operator-06,SC-14,11,restore-cooling,restore-utility-or-prepare-equipment,14.51,18.23,0,40.6,95.9,642.2,3.06,0.67,73.4,42.6,309.1,11.5,3.29,0.095,False,True,True,True,risk-008706,start-N1,1,MEDIUM,63,EQUIPMENT_NOT_READY
synthetic-00757,operator-12,SC-14,12,restore-cooling,protect-K1,11.14,13.31,0,53.5,97.8,667.5,2.63,0.75,9.4,61.3,311.8,8.5,4.92,0.062,True,True,True,True,risk-008559,set-fuel,1,HIGH,85,CRITICAL_OPERATION_ERROR
synthetic-00595,operator-12,SC-13,11,check-alarm,set-fuel-45,5.49,21.61,0,78.8,95.7,301.0,4.31,0.39,49.6,60.1,410.8,1.3,4.24,0.117,True,True,True,True,risk-005543,set-fuel,1,HIGH,71,PARAMETER_ERROR
synthetic-00302,operator-12,SC-10,7,check-alarm,open-L1,21.69,3.03,0,26.4,22.2,4.4,2.69,0.79,49.0,56.4,333.5,2.3,3.35,0.14,True,True,True,True,risk-002186,start-N1,1,HIGH,79,SEQUENCE_ERROR
synthetic-00174,operator-08,SC-07,7,check-alarm,protect-K1,19.95,12.24,0,53.9,99.2,641.9,2.24,0.56,40.2,44.1,333.6,1.5,3.94,0.105,True,True,True,True,risk-002666,protect-K1,0,LOW,20,NORMAL
synthetic-00571,operator-09,SC-06,10,set-fuel-45,set-fuel-45,16.8,2.33,0,92.8,98.3,250.2,2.78,0.68,45.9,48.0,420.5,4.0,3.0,0.072,True,True,True,True,risk-003541,set-fuel,1,MEDIUM,56,PARAMETER_ERROR
synthetic-00005,operator-23,SC-06,11,set-fuel-45,set-fuel,25.32,10.08,0,53.1,98.8,506.8,3.02,0.36,46.9,41.4,322.2,2.9,3.45,0.07,True,True,True,True,risk-007232,set-fuel,0,LOW,20,NORMAL
synthetic-00445,operator-13,SC-10,8,alarm-K1-high,cut-fuel,112.26,91.41,0,25.4,97.5,841.4,4.1,0.43,58.6,71.1,339.2,10.5,2.05,0.102,True,True,False,True,risk-002309,protect-K1,1,HIGH,74,RESPONSE_TIME_ERROR
synthetic-00350,operator-01,SC-14,5,alarm-K1-high,restore-cooling,74.53,106.55,0,42.1,99.3,423.8,2.36,0.61,44.6,66.1,313.7,22.0,4.1,0.141,True,True,True,False,risk-006648,restore-ventilation,1,MEDIUM,62,RESPONSE_TIME_ERROR
synthetic-00761,operator-23,SC-06,2,check-alarm,protect-K1,24.25,4.75,0,81.3,99.1,436.3,2.96,0.67,12.9,64.3,306.1,1.0,3.51,0.049,True,True,True,True,risk-006240,set-fuel,1,HIGH,83,CRITICAL_OPERATION_ERROR
synthetic-00372,operator-13,SC-10,9,alarm-K1-high,protect-K1,145.05,92.22,0,42.5,99.9,882.8,4.66,0.64,54.3,68.5,344.7,7.9,4.65,0.101,True,True,False,True,risk-005119,restore-cooling,1,HIGH,76,RESPONSE_TIME_ERROR
synthetic-00315,operator-07,SC-07,6,set-fuel-70,open-L1,6.93,15.23,0,48.5,51.0,6.6,2.61,0.58,51.5,46.8,351.7,8.7,2.77,0.125,True,True,True,True,risk-009755,start-N1,1,MEDIUM,57,SEQUENCE_ERROR
synthetic-00630,operator-15,SC-12,5,open-L1,set-fuel-45,23.3,19.46,0,83.6,96.5,139.2,4.1,0.73,70.7,56.2,428.1,2.6,3.3,0.122,True,True,True,True,risk-005966,set-fuel,1,MEDIUM,58,PARAMETER_ERROR
synthetic-00776,operator-17,SC-12,6,open-L1,protect-K2,24.04,6.79,0,73.4,96.3,686.2,2.18,0.69,45.6,9.3,314.5,0.3,3.75,0.065,True,True,True,True,risk-006593,set-fuel,1,HIGH,92,CRITICAL_OPERATION_ERROR
synthetic-00150,operator-15,SC-06,10,open-L1,restore-cooling,20.12,10.73,0,47.9,95.6,551.3,2.42,0.44,59.1,50.6,322.8,2.7,2.04,0.068,True,True,True,True,risk-008383,restore-cooling,0,LOW,16,NORMAL
synthetic-00821,operator-19,SC-05,4,open-L1,restore-ventilation,11.79,7.49,0,55.0,98.0,787.2,2.32,0.55,50.4,66.8,311.6,15.4,3.95,0.113,True,True,True,False,risk-002047,disable-ventilation,1,HIGH,95,CRITICAL_OPERATION_ERROR
synthetic-00032,operator-04,SC-12,5,start-N1,protect-K1,27.5,12.48,0,40.2,98.2,534.3,2.43,0.53,38.5,58.1,353.5,6.5,4.02,0.058,True,True,True,True,risk-000061,protect-K1,0,LOW,2,NORMAL
synthetic-00255,operator-15,SC-10,1,set-fuel-70,open-L1,17.21,14.76,0,46.9,83.9,234.4,1.92,0.39,74.0,60.9,345.5,0.9,2.28,0.055,True,True,True,True,risk-003803,start-N1,1,HIGH,79,SEQUENCE_ERROR
synthetic-00240,operator-21,SC-14,8,set-fuel-70,open-L1,5.86,5.42,0,47.9,61.1,28.1,2.51,0.36,37.3,56.6,307.6,2.8,4.29,0.09,True,True,True,True,risk-000469,start-N1,1,HIGH,73,SEQUENCE_ERROR
synthetic-00314,operator-05,SC-12,5,set-fuel-70,open-L1,26.09,15.9,0,36.4,62.4,167.3,2.57,0.41,66.9,56.7,305.4,11.3,4.92,0.14,True,True,True,True,risk-000638,start-N1,1,MEDIUM,68,SEQUENCE_ERROR
synthetic-00518,operator-20,SC-10,11,start-N1,check-process-state,15.05,1.9,2,23.3,96.4,541.5,2.25,0.68,56.6,61.0,308.5,9.2,4.41,0.141,True,True,True,True,risk-009383,start-N1,1,MEDIUM,50,DUPLICATE_COMMAND
synthetic-00548,operator-06,SC-06,10,restore-cooling,set-fuel-45,21.74,20.1,0,87.3,97.9,189.1,2.72,0.63,73.5,57.2,424.7,1.2,3.12,0.098,True,True,True,True,risk-006183,set-fuel,1,MEDIUM,57,PARAMETER_ERROR
synthetic-00598,operator-04,SC-08,3,restore-cooling,set-fuel-45,14.47,10.07,0,72.2,98.1,165.7,4.49,0.58,74.6,49.2,415.2,3.8,4.76,0.13,True,True,True,True,risk-003127,set-fuel,1,MEDIUM,56,PARAMETER_ERROR
synthetic-00531,operator-05,SC-13,12,toggle-electric-field,check-process-state,7.67,2.42,5,30.4,98.7,652.9,1.82,0.77,54.3,55.1,302.7,6.9,3.72,0.114,True,True,True,True,risk-008877,toggle-electric-field,1,MEDIUM,43,DUPLICATE_COMMAND
synthetic-00088,operator-21,SC-14,1,set-fuel-45,start-N2,16.27,17.0,0,27.5,95.5,884.4,3.13,0.52,63.4,65.2,315.7,8.7,4.07,0.142,True,True,True,True,risk-003113,start-N2,0,LOW,12,NORMAL
synthetic-00098,operator-22,SC-07,12,start-N1,start-N2,20.52,23.32,0,39.8,96.2,737.3,2.39,0.37,50.1,68.5,330.4,8.9,3.02,0.101,True,True,True,True,risk-004244,start-N2,0,LOW,1,NORMAL
synthetic-00677,operator-01,SC-14,12,set-fuel-45,restore-utility-or-prepare-equipment,14.36,7.86,0,33.1,95.4,624.1,3.84,0.56,42.3,43.2,331.3,11.3,3.7,0.095,True,True,False,True,risk-004473,start-N2,1,MEDIUM,69,EQUIPMENT_NOT_READY
synthetic-00456,operator-06,SC-05,8,alarm-K1-high,protect-K1,81.46,120.85,0,26.9,98.3,685.8,2.66,0.62,60.5,50.2,313.7,25.2,4.29,0.062,True,True,True,False,risk-000843,start-N2,1,MEDIUM,66,RESPONSE_TIME_ERROR
synthetic-00364,operator-15,SC-14,2,alarm-K1-high,protect-K1,144.1,95.79,0,21.5,97.1,773.7,2.39,0.51,43.0,58.3,349.7,29.7,2.62,0.056,True,True,True,False,risk-003474,set-fuel,1,MEDIUM,59,RESPONSE_TIME_ERROR
synthetic-00424,operator-09,SC-08,5,alarm-K1-high,cut-fuel,77.22,75.39,0,37.9,99.2,861.9,4.23,0.68,74.8,71.3,354.8,5.8,2.55,0.095,True,True,False,True,risk-004160,start-N2,1,HIGH,81,RESPONSE_TIME_ERROR
synthetic-00553,operator-13,SC-06,3,check-alarm,set-fuel-45,4.38,6.67,0,86.5,96.4,344.0,4.7,0.53,41.0,43.7,413.6,4.5,3.92,0.148,True,True,True,True,risk-004261,set-fuel,1,MEDIUM,60,PARAMETER_ERROR
synthetic-00673,operator-01,SC-13,4,open-L1,restore-utility-or-prepare-equipment,5.2,17.54,0,53.2,76.1,772.7,2.69,0.63,42.2,67.3,348.0,3.8,2.64,0.098,True,True,True,True,risk-009581,set-fuel,1,MEDIUM,62,EQUIPMENT_NOT_READY
synthetic-00232,operator-07,SC-13,10,check-alarm,open-L1,5.04,2.69,0,26.8,22.0,248.7,2.44,0.44,47.4,41.7,330.8,10.9,2.69,0.057,True,True,True,True,risk-009638,start-N1,1,MEDIUM,68,SEQUENCE_ERROR
synthetic-00686,operator-04,SC-01,7,start-N1,restore-utility-or-prepare-equipment,21.72,16.7,0,33.0,96.3,639.9,4.27,0.63,66.2,50.9,334.7,8.8,2.54,0.112,True,True,False,True,risk-008903,start-N2,1,MEDIUM,62,EQUIPMENT_NOT_READY
synthetic-00348,operator-16,SC-07,8,alarm-K1-high,restore-cooling,90.87,143.56,0,20.2,97.2,846.0,4.59,0.74,59.1,70.4,317.0,1.9,3.5,0.082,True,True,False,True,risk-000495,protect-K1,1,MEDIUM,66,RESPONSE_TIME_ERROR
synthetic-00669,operator-03,SC-01,12,open-L1,restore-utility-or-prepare-equipment,4.48,12.75,0,53.4,79.6,885.1,2.1,0.57,57.6,61.5,346.9,5.9,2.75,0.124,True,True,True,True,risk-008961,start-N2,1,MEDIUM,68,EQUIPMENT_NOT_READY
synthetic-00165,operator-04,SC-01,6,open-L1,set-fuel,23.33,9.74,0,23.0,98.9,456.3,2.41,0.67,64.0,66.4,313.8,7.3,4.26,0.103,True,True,True,True,risk-006734,set-fuel,0,LOW,24,NORMAL
synthetic-00375,operator-01,SC-13,1,alarm-K1-high,cut-fuel,122.95,90.67,0,25.0,99.1,631.5,3.01,0.71,68.0,66.4,334.0,22.0,2.46,0.107,True,True,True,False,risk-004652,restore-cooling,1,HIGH,78,RESPONSE_TIME_ERROR
synthetic-00005,operator-01,SC-14,3,set-fuel-45,protect-K1,16.25,12.86,0,54.4,95.8,542.5,2.57,0.36,66.6,48.8,325.3,10.4,4.03,0.055,True,True,True,True,risk-009211,protect-K1,0,LOW,14,NORMAL
synthetic-00523,operator-19,SC-01,9,start-N1,check-process-state,14.53,2.09,4,32.9,95.4,526.7,2.08,0.73,73.6,59.8,332.4,11.4,4.78,0.133,True,True,True,True,risk-009735,start-N1,1,MEDIUM,36,DUPLICATE_COMMAND
synthetic-00598,operator-08,SC-08,9,set-fuel-45,set-fuel-45,15.91,14.03,0,77.5,96.1,276.6,2.81,0.52,64.7,57.0,392.4,7.2,3.9,0.082,True,True,True,True,risk-002646,set-fuel,1,MEDIUM,58,PARAMETER_ERROR
synthetic-00496,operator-18,SC-06,3,start-N1,check-process-state,17.7,1.01,5,34.2,98.8,656.8,1.91,0.4,52.3,46.5,327.4,5.7,4.33,0.104,True,True,True,True,risk-002412,start-N1,1,MEDIUM,41,DUPLICATE_COMMAND
synthetic-00444,operator-23,SC-01,10,alarm-K1-high,protect-K1,77.02,71.49,0,46.8,95.3,461.7,4.5,0.65,70.3,70.8,306.0,8.8,3.31,0.133,True,True,False,True,risk-002023,toggle-electric-field,1,HIGH,77,RESPONSE_TIME_ERROR
synthetic-00529,operator-16,SC-14,1,set-fuel-45,check-process-state,20.72,0.88,4,27.5,97.0,857.4,2.59,0.56,70.2,73.9,350.8,4.8,2.69,0.101,True,True,True,True,risk-002296,set-fuel-45,1,MEDIUM,37,DUPLICATE_COMMAND
synthetic-00550,operator-17,SC-14,9,set-fuel-45,set-fuel-45,4.07,9.11,0,74.8,97.1,207.1,3.11,0.43,60.0,46.9,409.4,0.7,3.09,0.092,True,True,True,True,risk-007230,set-fuel,1,HIGH,70,PARAMETER_ERROR
synthetic-00750,operator-05,SC-10,2,open-L1,restore-utility-or-prepare-equipment,23.21,21.4,0,47.1,97.5,493.5,2.35,0.45,47.2,51.5,341.4,11.3,2.36,0.089,True,False,True,True,risk-004343,start-N1,1,MEDIUM,63,EQUIPMENT_NOT_READY
synthetic-00242,operator-01,SC-05,6,check-alarm,open-L1,20.39,5.7,0,54.4,2.2,233.6,2.22,0.5,35.1,41.6,310.7,0.8,3.96,0.089,True,True,True,True,risk-001611,start-N1,1,HIGH,81,SEQUENCE_ERROR
synthetic-00639,operator-01,SC-13,12,set-fuel-45,set-fuel-45,13.74,6.4,0,74.0,95.6,360.0,4.46,0.5,58.5,65.7,427.5,4.7,2.2,0.059,True,True,True,True,risk-003758,set-fuel,1,MEDIUM,60,PARAMETER_ERROR
synthetic-00711,operator-17,SC-14,7,check-alarm,restore-utility-or-prepare-equipment,5.29,11.84,0,54.0,95.9,569.2,2.53,0.58,73.8,46.8,344.4,5.7,3.95,0.056,True,False,True,True,risk-003660,start-N2,1,HIGH,77,EQUIPMENT_NOT_READY
synthetic-00779,operator-08,SC-01,9,restore-cooling,protect-K1,21.09,2.11,0,51.6,96.1,487.5,2.43,0.51,7.0,43.5,334.9,0.9,2.32,0.131,True,True,True,True,risk-006646,set-fuel,1,HIGH,88,CRITICAL_OPERATION_ERROR
synthetic-00578,operator-03,SC-08,11,start-N1,set-fuel-45,9.19,7.45,0,84.8,96.7,148.9,2.68,0.49,69.4,40.9,388.0,3.1,3.38,0.061,True,True,True,True,risk-008062,set-fuel,1,MEDIUM,59,PARAMETER_ERROR
synthetic-00695,operator-17,SC-01,5,set-fuel-45,restore-utility-or-prepare-equipment,14.14,11.28,0,44.0,99.2,638.4,2.8,0.4,68.8,73.0,340.1,5.9,2.52,0.081,False,True,True,True,risk-008967,start-N1,1,MEDIUM,55,EQUIPMENT_NOT_READY
synthetic-00188,operator-07,SC-01,12,check-alarm,protect-K1,6.51,17.14,0,41.9,97.6,801.8,1.86,0.65,58.3,64.8,342.5,9.5,2.23,0.107,True,True,True,True,risk-005032,protect-K1,0,LOW,14,NORMAL
synthetic-00586,operator-15,SC-12,1,check-alarm,set-fuel-45,19.9,13.97,0,82.7,99.9,312.0,2.95,0.62,50.7,51.5,378.9,11.5,3.71,0.103,True,True,True,True,risk-003995,set-fuel,1,MEDIUM,67,PARAMETER_ERROR
synthetic-00391,operator-09,SC-05,7,alarm-K1-high,protect-K1,98.25,128.68,0,24.0,98.6,720.2,4.54,0.58,67.2,37.2,340.3,5.4,3.87,0.129,True,True,False,True,risk-001921,set-fuel,1,HIGH,80,RESPONSE_TIME_ERROR
