sessionId,operatorId,scenarioId,sequencePosition,action,previousAction,expectedAction,responseSeconds,pauseSeconds,duplicateCount,actionValue,valveL1,feedFlow,pressureK1,pressureK2,levelK1,levelK2,temperatureFurnace,gasPercent,saltMgL,waterAfterElou,powerOk,instrumentAirOk,coolingWaterOk,ventElouOk,label
synthetic-00744,operator-09,SC-13,5,set-fuel,check-alarm,restore-utility-or-prepare-equipment,20.95,20.3,0,43.6,97.4,661.0,4.15,0.79,57.8,56.7,348.3,2.9,4.19,0.075,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00435,operator-21,SC-05,4,restore-cooling,alarm-K1-high,protect-K1,61.58,87.33,0,37.4,99.4,619.0,1.97,0.58,73.0,61.9,327.4,29.8,4.79,0.068,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00311,operator-08,SC-13,12,start-N1,drain-E1,open-L1,10.68,6.91,0,48.0,13.8,62.7,1.88,0.49,65.2,67.5,350.7,9.3,4.9,0.143,True,True,True,True,SEQUENCE_ERROR
synthetic-00279,operator-06,SC-10,4,start-N1,set-fuel-70,open-L1,18.5,4.43,0,27.0,16.1,237.3,3.17,0.79,53.6,65.7,306.5,4.9,4.07,0.122,True,True,True,True,SEQUENCE_ERROR
synthetic-00074,operator-17,SC-05,6,set-fuel,set-fuel-45,set-fuel,25.89,24.88,0,42.5,96.0,715.6,2.42,0.64,70.0,58.4,313.6,1.8,3.0,0.076,True,True,True,True,NORMAL
synthetic-00811,operator-17,SC-14,11,set-fuel,start-N1,protect-K2,9.85,3.57,0,73.9,97.1,529.9,2.96,0.36,64.3,13.7,334.6,11.6,4.56,0.092,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00581,operator-22,SC-01,12,set-fuel,set-fuel-45,set-fuel-45,15.33,5.58,0,99.9,97.7,408.3,3.03,0.7,65.2,74.9,369.5,3.7,3.04,0.113,True,True,True,True,PARAMETER_ERROR
synthetic-00106,operator-12,SC-13,10,toggle-electric-field,check-alarm,toggle-electric-field,16.54,12.14,0,41.3,95.1,832.4,2.17,0.75,40.4,36.2,344.6,3.0,2.7,0.045,True,True,True,True,NORMAL
synthetic-00066,operator-15,SC-06,3,toggle-electric-field,check-alarm,toggle-electric-field,25.97,20.75,0,24.4,96.9,608.5,2.54,0.36,46.7,50.1,303.4,7.6,3.18,0.12,True,True,True,True,NORMAL
synthetic-00306,operator-05,SC-14,1,start-N1,check-alarm,open-L1,11.26,6.59,0,51.6,25.1,263.3,2.28,0.43,44.1,59.1,320.7,4.1,4.83,0.087,True,True,True,True,SEQUENCE_ERROR
synthetic-00293,operator-10,SC-10,10,start-N1,set-fuel-70,open-L1,11.68,24.36,0,44.5,19.1,177.7,2.25,0.46,70.5,52.0,327.4,1.4,4.32,0.111,True,True,True,True,SEQUENCE_ERROR
synthetic-00641,operator-09,SC-08,3,set-fuel,check-alarm,set-fuel-45,20.29,9.75,0,81.6,97.3,382.6,4.23,0.52,60.4,69.9,408.9,11.8,2.17,0.115,True,True,True,True,PARAMETER_ERROR
synthetic-00159,operator-24,SC-13,5,protect-K2,restore-cooling,protect-K2,27.65,14.24,0,42.7,98.3,862.7,2.15,0.53,57.6,65.5,348.7,4.1,2.14,0.069,True,True,True,True,NORMAL
synthetic-00202,operator-05,SC-08,11,set-fuel,set-fuel-45,set-fuel,23.3,13.28,0,20.8,98.2,710.2,2.89,0.44,63.3,72.4,304.0,10.4,2.18,0.108,True,True,True,True,NORMAL
synthetic-00013,operator-13,SC-13,8,start-N2,check-alarm,start-N2,15.88,15.43,0,36.6,96.8,897.6,2.66,0.4,42.1,56.8,341.3,6.0,4.16,0.052,True,True,True,True,NORMAL
synthetic-00649,operator-20,SC-14,12,set-fuel,start-N1,set-fuel-45,27.69,9.95,0,98.1,99.2,178.7,3.05,0.43,35.5,60.5,373.1,9.0,3.96,0.125,True,True,True,True,PARAMETER_ERROR
synthetic-00460,operator-11,SC-01,6,toggle-electric-field,toggle-electric-field,check-process-state,11.39,2.96,3,26.9,96.6,821.4,1.81,0.76,35.7,54.0,328.5,10.9,2.84,0.062,True,True,True,True,DUPLICATE_COMMAND
synthetic-00308,operator-02,SC-08,6,start-N1,check-alarm,open-L1,16.05,5.96,0,28.3,86.9,274.5,2.98,0.73,44.6,57.9,349.1,6.3,2.38,0.085,True,True,True,True,SEQUENCE_ERROR
synthetic-00680,operator-05,SC-13,12,start-N1,restore-cooling,restore-utility-or-prepare-equipment,7.52,11.81,0,41.6,79.4,891.9,2.04,0.47,59.0,70.8,301.4,4.5,4.18,0.149,True,True,True,True,EQUIPMENT_NOT_READY
synthetic-00615,operator-20,SC-01,1,set-fuel,check-alarm,set-fuel-45,22.11,10.62,0,89.7,96.3,318.6,4.48,0.45,61.6,57.8,420.8,1.1,3.92,0.066,True,True,True,True,PARAMETER_ERROR
synthetic-00697,operator-17,SC-14,8,start-N1,set-fuel-45,restore-utility-or-prepare-equipment,24.53,12.04,0,51.9,96.9,542.1,2.69,0.35,40.1,35.6,331.4,1.0,3.47,0.072,False,True,True,True,EQUIPMENT_NOT_READY
synthetic-00612,operator-19,SC-13,10,set-fuel,restore-cooling,set-fuel-45,16.26,10.78,0,72.1,98.8,303.8,3.15,0.74,50.4,36.7,380.3,9.5,4.02,0.099,True,True,True,True,PARAMETER_ERROR
synthetic-00713,operator-05,SC-01,9,start-N2,restore-cooling,restore-utility-or-prepare-equipment,14.5,8.81,0,30.3,97.9,890.9,4.13,0.68,65.9,71.6,330.4,6.1,3.41,0.074,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00512,operator-18,SC-14,12,start-N1,start-N1,check-process-state,21.15,1.11,2,22.1,98.9,623.3,2.1,0.53,71.8,62.7,307.9,11.3,3.34,0.124,True,True,True,True,DUPLICATE_COMMAND
synthetic-00176,operator-16,SC-10,10,start-N1,set-fuel-45,start-N1,12.78,8.7,0,32.6,99.9,742.9,2.16,0.69,43.4,55.8,309.7,2.6,3.2,0.069,True,True,True,True,NORMAL
synthetic-00410,operator-01,SC-06,10,protect-K1,alarm-K1-high,restore-cooling,130.79,144.0,0,20.1,97.7,640.2,4.16,0.35,40.7,35.9,309.9,11.2,2.57,0.063,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00678,operator-23,SC-08,10,set-fuel,open-L1,restore-utility-or-prepare-equipment,9.77,6.87,0,48.7,98.7,664.0,2.42,0.59,46.1,69.0,321.2,9.0,3.78,0.105,True,False,True,True,EQUIPMENT_NOT_READY
synthetic-00233,operator-02,SC-13,6,start-N1,set-fuel-70,open-L1,14.41,3.09,0,50.6,61.6,215.5,2.7,0.78,49.8,70.8,321.8,1.3,2.7,0.049,True,True,True,True,SEQUENCE_ERROR
synthetic-00071,operator-05,SC-14,2,start-N1,open-L1,start-N1,23.2,17.19,0,39.2,95.0,532.7,2.17,0.78,42.3,46.8,316.7,0.6,3.14,0.141,True,True,True,True,NORMAL
synthetic-00219,operator-22,SC-10,3,start-N1,set-fuel-70,open-L1,17.2,12.63,0,26.2,30.7,103.4,2.41,0.77,53.7,62.3,306.4,11.3,4.68,0.111,True,True,True,True,SEQUENCE_ERROR
synthetic-00364,operator-17,SC-07,6,protect-K1,alarm-K1-high,cut-fuel,71.01,98.16,0,28.7,96.1,770.2,4.44,0.75,39.1,53.8,325.7,3.0,4.29,0.069,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00519,operator-24,SC-07,1,set-fuel-45,set-fuel-45,check-process-state,26.76,2.57,2,25.9,99.7,538.4,2.45,0.77,48.6,70.2,327.0,9.0,2.07,0.075,True,True,True,True,DUPLICATE_COMMAND
synthetic-00573,operator-03,SC-01,12,set-fuel,start-N1,set-fuel-45,27.83,2.01,0,92.3,97.6,405.5,4.47,0.35,53.3,68.9,418.8,8.6,4.02,0.089,True,True,True,True,PARAMETER_ERROR
synthetic-00241,operator-05,SC-14,3,start-N1,drain-E1,open-L1,7.86,3.21,0,32.2,38.6,127.1,2.65,0.42,72.7,55.4,354.8,0.2,3.09,0.055,True,True,True,True,SEQUENCE_ERROR
synthetic-00492,operator-03,SC-07,7,set-fuel-45,set-fuel-45,check-process-state,16.8,1.44,2,28.3,96.3,855.0,1.8,0.58,72.2,65.1,348.4,5.1,4.57,0.094,True,True,True,True,DUPLICATE_COMMAND
synthetic-00329,operator-05,SC-13,9,start-N1,drain-E1,open-L1,4.01,16.49,0,27.2,13.2,251.8,3.13,0.72,64.1,44.5,310.4,1.4,2.07,0.081,True,True,True,True,SEQUENCE_ERROR
synthetic-00284,operator-04,SC-13,1,start-N1,drain-E1,open-L1,14.37,4.77,0,37.7,47.3,21.7,2.61,0.47,58.9,71.9,347.0,0.9,5.0,0.071,True,True,True,True,SEQUENCE_ERROR
synthetic-00566,operator-20,SC-12,8,set-fuel,open-L1,set-fuel-45,10.77,7.76,0,78.9,95.4,119.1,4.6,0.43,58.4,61.0,410.8,3.7,4.6,0.054,True,True,True,True,PARAMETER_ERROR
synthetic-00563,operator-05,SC-10,11,set-fuel,restore-cooling,set-fuel-45,8.89,10.21,0,77.9,98.9,259.6,2.03,0.74,37.5,73.5,404.0,11.7,2.01,0.104,True,True,True,True,PARAMETER_ERROR
synthetic-00130,operator-05,SC-13,7,protect-K2,restore-cooling,protect-K2,15.05,24.07,0,35.4,95.3,899.4,2.63,0.54,50.1,46.3,333.4,4.7,4.41,0.138,True,True,True,True,NORMAL
synthetic-00278,operator-22,SC-13,8,start-N1,set-fuel-70,open-L1,8.31,10.01,0,52.0,38.2,137.7,1.99,0.66,50.7,71.9,317.6,7.5,2.7,0.114,True,True,True,True,SEQUENCE_ERROR
synthetic-00830,operator-24,SC-06,9,set-fuel,start-N1,protect-K1,18.14,6.38,0,84.2,97.3,737.2,2.31,0.55,9.2,60.3,321.9,6.9,4.56,0.073,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00520,operator-11,SC-08,5,restore-cooling,restore-cooling,check-process-state,27.15,1.25,4,32.8,99.8,557.7,3.12,0.48,52.1,54.6,303.7,0.9,3.51,0.11,True,True,True,True,DUPLICATE_COMMAND
synthetic-00312,operator-15,SC-01,8,start-N1,check-alarm,open-L1,18.94,10.93,0,48.3,84.8,175.3,2.51,0.53,59.4,39.9,326.2,10.6,4.18,0.137,True,True,True,True,SEQUENCE_ERROR
synthetic-00578,operator-05,SC-13,9,set-fuel,set-fuel-45,set-fuel-45,6.36,5.42,0,92.3,95.6,369.4,4.54,0.51,45.1,49.9,414.1,0.1,2.44,0.124,True,True,True,True,PARAMETER_ERROR
synthetic-00096,operator-18,SC-12,1,protect-K2,start-N1,protect-K2,24.54,21.09,0,37.3,97.4,865.5,1.97,0.62,57.3,38.8,311.3,8.6,4.16,0.052,True,True,True,True,NORMAL
synthetic-00091,operator-20,SC-14,11,set-fuel,restore-cooling,set-fuel,26.02,21.18,0,51.6,96.0,575.7,3.1,0.56,44.2,63.7,300.6,11.3,3.28,0.066,True,True,True,True,NORMAL
synthetic-00068,operator-14,SC-14,2,toggle-electric-field,set-fuel-45,toggle-electric-field,20.69,20.28,0,27.4,97.9,674.2,2.24,0.58,55.9,75.0,301.6,10.1,4.77,0.101,True,True,True,True,NORMAL
synthetic-00484,operator-02,SC-12,6,restore-cooling,restore-cooling,check-process-state,17.43,2.15,4,41.2,99.5,626.7,3.14,0.54,60.9,72.8,346.6,6.1,4.86,0.137,True,True,True,True,DUPLICATE_COMMAND
synthetic-00005,operator-01,SC-14,3,protect-K1,set-fuel-45,protect-K1,16.25,12.86,0,54.4,95.8,542.5,2.57,0.36,66.6,48.8,325.3,10.4,4.03,0.055,True,True,True,True,NORMAL
synthetic-00466,operator-19,SC-06,4,start-N1,start-N1,check-process-state,8.07,0.85,3,51.5,96.7,740.6,2.26,0.43,58.5,40.6,333.0,9.9,3.37,0.093,True,True,True,True,DUPLICATE_COMMAND
synthetic-00374,operator-10,SC-12,5,protect-K1,alarm-K1-high,cut-fuel,119.43,111.93,0,31.4,97.2,432.4,2.23,0.45,56.9,55.4,312.4,27.9,3.7,0.048,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00056,operator-24,SC-07,12,restore-cooling,set-fuel-45,restore-cooling,5.2,8.12,0,53.5,98.6,490.9,2.1,0.46,42.7,66.9,312.6,2.8,3.46,0.138,True,True,True,True,NORMAL
synthetic-00656,operator-08,SC-12,12,set-fuel,open-L1,set-fuel-45,22.71,21.19,0,80.4,96.0,360.6,2.22,0.61,69.7,46.0,375.8,9.5,4.75,0.111,True,True,True,True,PARAMETER_ERROR
synthetic-00113,operator-19,SC-14,8,restore-ventilation,check-alarm,restore-ventilation,23.8,10.66,0,53.9,99.3,799.5,3.2,0.58,37.8,63.8,311.4,3.2,4.18,0.14,True,True,True,True,NORMAL
synthetic-00556,operator-05,SC-06,1,set-fuel,restore-cooling,set-fuel-45,7.78,23.78,0,83.3,99.0,152.0,2.68,0.68,56.2,52.1,391.1,9.2,3.8,0.13,True,True,True,True,PARAMETER_ERROR
synthetic-00273,operator-01,SC-01,8,start-N1,check-alarm,open-L1,23.8,4.44,0,36.2,20.5,105.8,1.9,0.6,59.6,38.9,317.9,7.6,4.99,0.043,True,True,True,True,SEQUENCE_ERROR
synthetic-00163,operator-14,SC-05,7,start-N2,check-alarm,start-N2,25.87,18.09,0,53.0,96.7,770.7,2.41,0.8,66.1,70.8,309.1,3.7,2.53,0.132,True,True,True,True,NORMAL
synthetic-00731,operator-02,SC-13,11,start-N1,start-N1,restore-utility-or-prepare-equipment,19.83,23.85,0,39.7,99.8,482.8,4.21,0.45,73.5,65.4,318.9,10.8,2.73,0.058,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00360,operator-05,SC-01,12,restore-ventilation,alarm-K1-high,protect-K1,85.63,68.92,0,28.5,97.3,678.0,2.62,0.57,56.9,50.8,334.3,21.5,2.7,0.063,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00826,operator-10,SC-01,8,disable-ventilation,check-alarm,restore-ventilation,11.17,15.37,0,26.9,95.4,550.0,2.52,0.48,59.8,66.9,324.7,24.5,4.96,0.058,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00333,operator-21,SC-07,3,start-N1,drain-E1,open-L1,10.21,13.57,0,43.3,51.9,242.7,2.65,0.74,56.7,38.8,327.6,4.2,2.45,0.041,True,True,True,True,SEQUENCE_ERROR
synthetic-00048,operator-20,SC-01,10,restore-cooling,open-L1,restore-cooling,27.37,23.73,0,36.4,99.5,661.1,3.09,0.72,67.3,38.2,353.2,3.6,2.4,0.121,True,True,True,True,NORMAL
synthetic-00120,operator-18,SC-06,2,set-fuel,open-L1,set-fuel,6.78,9.08,0,23.4,95.8,724.0,3.2,0.57,42.1,74.4,312.7,6.8,4.38,0.105,True,True,True,True,NORMAL
synthetic-00132,operator-19,SC-05,7,start-N1,open-L1,start-N1,9.63,18.09,0,23.6,99.5,690.9,2.16,0.57,53.6,38.3,315.6,7.0,3.58,0.146,True,True,True,True,NORMAL
synthetic-00410,operator-09,SC-14,5,restore-ventilation,alarm-K1-high,cut-fuel,75.75,127.78,0,53.0,96.6,522.3,4.19,0.65,74.3,66.9,300.6,8.7,3.7,0.112,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00244,operator-02,SC-05,10,start-N1,check-alarm,open-L1,22.86,16.25,0,21.4,44.9,156.8,2.51,0.7,37.4,52.6,345.2,4.0,2.06,0.115,True,True,True,True,SEQUENCE_ERROR
synthetic-00601,operator-18,SC-07,7,set-fuel,set-fuel-45,set-fuel-45,12.24,21.27,0,90.8,97.4,371.9,2.49,0.75,67.4,54.0,406.1,2.5,3.1,0.143,True,True,True,True,PARAMETER_ERROR
synthetic-00070,operator-15,SC-07,9,protect-K1,set-fuel-45,protect-K1,18.74,5.74,0,52.5,96.8,526.2,2.17,0.61,65.1,48.2,305.7,6.5,4.01,0.047,True,True,True,True,NORMAL
synthetic-00632,operator-11,SC-05,6,set-fuel,restore-cooling,set-fuel-45,24.66,24.7,0,73.5,99.5,305.6,4.12,0.35,36.5,62.0,414.6,2.2,3.97,0.101,True,True,True,True,PARAMETER_ERROR
synthetic-00383,operator-11,SC-14,11,set-fuel,alarm-K1-high,cut-fuel,138.53,143.02,0,29.3,96.8,839.6,4.24,0.48,71.2,36.9,321.1,10.8,3.24,0.046,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00439,operator-13,SC-06,2,protect-K2,alarm-K1-high,protect-K1,70.18,96.88,0,42.0,99.8,831.5,4.41,0.52,51.1,57.3,316.1,3.1,4.11,0.108,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00609,operator-20,SC-10,12,set-fuel,open-L1,set-fuel-45,14.1,15.84,0,97.8,96.1,109.7,3.12,0.53,44.3,67.4,394.2,10.8,2.99,0.067,True,True,True,True,PARAMETER_ERROR
synthetic-00352,operator-20,SC-07,12,toggle-electric-field,alarm-K1-high,protect-K1,123.8,89.59,0,25.7,98.0,862.2,4.24,0.59,52.6,72.0,333.9,1.2,2.25,0.117,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00561,operator-03,SC-08,7,set-fuel,open-L1,set-fuel-45,8.28,16.84,0,78.4,98.9,389.9,4.64,0.74,71.2,46.6,376.6,10.8,4.97,0.1,True,True,True,True,PARAMETER_ERROR
synthetic-00104,operator-07,SC-08,3,restore-ventilation,restore-cooling,restore-ventilation,13.79,21.72,0,53.1,96.0,711.5,2.52,0.55,37.9,45.3,348.0,2.9,2.33,0.088,True,True,True,True,NORMAL
synthetic-00031,operator-05,SC-01,6,start-N1,check-alarm,start-N1,11.77,3.33,0,53.9,98.6,894.7,1.89,0.51,54.6,63.8,354.5,9.9,2.52,0.057,True,True,True,True,NORMAL
synthetic-00327,operator-16,SC-05,9,start-N1,drain-E1,open-L1,13.08,16.38,0,51.8,43.5,126.6,3.04,0.73,50.1,72.4,339.9,11.2,4.19,0.093,True,True,True,True,SEQUENCE_ERROR
synthetic-00227,operator-03,SC-12,7,start-N1,set-fuel-70,open-L1,9.45,20.23,0,21.6,25.8,148.2,2.14,0.67,47.8,55.1,321.9,6.9,2.4,0.064,True,True,True,True,SEQUENCE_ERROR
synthetic-00443,operator-16,SC-13,9,protect-K2,alarm-K1-high,restore-cooling,107.3,131.97,0,34.3,98.3,447.8,4.37,0.65,66.3,60.4,333.3,9.3,2.34,0.107,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00286,operator-11,SC-12,5,start-N1,check-alarm,open-L1,17.44,18.6,0,32.2,65.9,24.2,1.95,0.61,56.3,57.5,314.2,0.7,3.01,0.096,True,True,True,True,SEQUENCE_ERROR
synthetic-00458,operator-15,SC-13,10,start-N2,alarm-K1-high,protect-K1,76.84,118.57,0,41.4,96.1,847.1,2.59,0.51,65.8,68.8,312.4,22.4,4.44,0.091,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00596,operator-19,SC-08,6,set-fuel,check-alarm,set-fuel-45,19.93,4.1,0,84.2,96.6,382.0,4.78,0.36,38.2,71.0,424.2,10.6,3.51,0.114,True,True,True,True,PARAMETER_ERROR
synthetic-00489,operator-09,SC-08,10,set-fuel-45,set-fuel-45,check-process-state,14.4,1.39,4,45.2,99.4,868.5,2.34,0.37,73.7,50.7,337.7,9.1,4.1,0.125,True,True,True,True,DUPLICATE_COMMAND
synthetic-00421,operator-14,SC-01,1,start-N1,alarm-K1-high,protect-K1,66.36,98.48,0,23.1,96.0,847.4,2.62,0.58,40.6,69.9,341.6,23.6,3.41,0.131,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00382,operator-05,SC-05,2,start-N1,alarm-K1-high,cut-fuel,129.3,100.88,0,48.9,95.6,797.0,2.81,0.61,63.9,64.9,302.4,24.8,3.07,0.087,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00830,operator-11,SC-01,5,set-fuel,set-fuel-45,protect-K1,24.12,11.43,0,60.9,97.6,764.8,2.11,0.41,10.9,42.6,348.6,8.4,4.2,0.055,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00093,operator-18,SC-08,12,protect-K2,set-fuel-45,protect-K2,18.21,24.87,0,33.8,99.3,590.0,3.1,0.59,61.9,72.2,343.5,6.7,4.22,0.133,True,True,True,True,NORMAL
synthetic-00804,operator-12,SC-10,3,set-fuel,restore-cooling,protect-K1,7.63,14.05,0,78.9,96.5,899.8,3.12,0.4,13.9,39.1,338.3,4.9,2.57,0.072,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00426,operator-03,SC-07,7,start-N2,alarm-K1-high,restore-cooling,101.67,132.15,0,33.6,96.7,601.8,4.62,0.73,55.1,66.1,301.0,5.8,3.49,0.057,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00071,operator-09,SC-07,9,start-N2,check-alarm,start-N2,8.85,14.04,0,52.0,97.8,635.2,3.11,0.7,42.3,70.7,304.2,4.8,2.71,0.059,True,True,True,True,NORMAL
synthetic-00152,operator-04,SC-14,10,start-N2,check-alarm,start-N2,9.39,5.42,0,36.0,98.6,647.5,3.08,0.55,42.9,58.9,310.9,9.6,3.42,0.14,True,True,True,True,NORMAL
synthetic-00430,operator-22,SC-14,8,start-N2,alarm-K1-high,protect-K1,73.23,131.26,0,30.6,99.1,529.9,2.33,0.47,36.3,74.4,336.2,26.0,4.24,0.056,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00301,operator-23,SC-13,6,start-N1,drain-E1,open-L1,13.65,20.53,0,29.9,50.0,279.7,2.61,0.38,43.2,71.9,312.7,9.5,2.17,0.072,True,True,True,True,SEQUENCE_ERROR
synthetic-00779,operator-12,SC-13,2,disable-ventilation,check-alarm,restore-ventilation,5.19,21.28,0,37.6,95.6,490.4,2.7,0.67,64.1,71.7,321.8,24.1,2.15,0.044,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00657,operator-06,SC-01,12,set-fuel,open-L1,set-fuel-45,26.31,23.36,0,99.6,99.5,332.8,4.38,0.65,54.2,54.5,393.3,2.3,3.59,0.147,True,True,True,True,PARAMETER_ERROR
synthetic-00600,operator-24,SC-06,7,set-fuel,open-L1,set-fuel-45,23.64,5.69,0,78.0,95.9,263.0,2.87,0.5,63.0,43.2,423.1,7.0,4.3,0.097,True,True,True,True,PARAMETER_ERROR
synthetic-00656,operator-06,SC-05,7,set-fuel,set-fuel-45,set-fuel-45,22.16,13.64,0,83.0,97.0,168.7,2.02,0.63,71.9,63.7,424.2,4.4,2.83,0.14,True,True,True,True,PARAMETER_ERROR
synthetic-00214,operator-11,SC-01,10,start-N1,set-fuel-70,open-L1,25.54,12.72,0,53.6,2.7,39.6,3.0,0.75,41.0,65.9,307.9,8.5,4.85,0.139,True,True,True,True,SEQUENCE_ERROR
synthetic-00626,operator-17,SC-07,6,set-fuel,open-L1,set-fuel-45,7.05,3.42,0,84.6,98.7,311.4,4.26,0.37,62.6,55.8,401.1,9.4,3.46,0.086,True,True,True,True,PARAMETER_ERROR
synthetic-00576,operator-19,SC-05,5,set-fuel,open-L1,set-fuel-45,20.54,11.53,0,84.8,99.2,336.7,4.04,0.69,39.2,52.4,421.8,9.9,2.79,0.062,True,True,True,True,PARAMETER_ERROR
synthetic-00043,operator-07,SC-12,4,restore-cooling,check-alarm,restore-cooling,27.56,21.11,0,39.1,98.4,829.3,2.5,0.44,42.6,46.1,330.1,1.2,3.22,0.139,True,True,True,True,NORMAL
synthetic-00797,operator-20,SC-12,8,set-fuel,restore-cooling,restore-circulation-and-reduce-fuel,12.36,21.67,0,82.9,98.8,160.1,2.71,0.73,38.4,50.6,395.2,5.9,4.66,0.082,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00831,operator-15,SC-08,5,set-fuel,open-L1,protect-K1,13.15,22.3,0,60.9,98.0,725.1,2.39,0.67,12.4,59.2,314.9,8.6,3.54,0.14,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00155,operator-21,SC-06,1,toggle-electric-field,open-L1,toggle-electric-field,21.41,13.05,0,33.9,99.4,797.6,2.25,0.72,44.2,55.6,335.1,3.2,2.09,0.061,True,True,True,True,NORMAL
synthetic-00779,operator-22,SC-08,1,disable-ventilation,check-alarm,restore-ventilation,11.6,11.98,0,52.2,99.4,509.3,2.65,0.55,63.4,50.9,316.9,30.3,4.27,0.083,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00410,operator-08,SC-06,2,start-N1,alarm-K1-high,protect-K1,132.11,76.29,0,45.1,96.0,760.3,2.67,0.78,58.9,63.1,303.2,19.0,4.35,0.058,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00654,operator-08,SC-10,9,set-fuel,start-N1,set-fuel-45,13.67,17.64,0,77.7,98.8,356.0,4.67,0.37,50.3,61.2,397.9,2.5,3.86,0.127,True,True,True,True,PARAMETER_ERROR
synthetic-00053,operator-16,SC-07,9,set-fuel,set-fuel-45,set-fuel,9.76,15.93,0,42.7,97.7,453.9,2.7,0.75,46.7,45.7,322.0,9.2,3.26,0.099,True,True,True,True,NORMAL
synthetic-00724,operator-14,SC-14,3,set-fuel,check-alarm,restore-utility-or-prepare-equipment,21.24,24.72,0,48.5,95.9,684.3,4.43,0.68,72.9,47.5,343.8,9.8,3.14,0.054,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00739,operator-21,SC-07,12,start-N1,start-N1,restore-utility-or-prepare-equipment,22.52,2.29,0,46.8,99.5,669.9,2.23,0.37,35.5,74.7,327.0,12.0,3.39,0.065,True,False,True,True,EQUIPMENT_NOT_READY
synthetic-00762,operator-01,SC-14,11,disable-ventilation,start-N1,restore-ventilation,10.46,3.44,0,34.9,99.8,514.8,3.03,0.6,57.4,48.3,342.9,28.9,3.45,0.11,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00636,operator-15,SC-13,10,set-fuel,check-alarm,set-fuel-45,19.24,4.43,0,80.1,97.7,159.0,2.16,0.6,75.0,42.6,381.0,8.8,4.17,0.117,True,True,True,True,PARAMETER_ERROR
synthetic-00282,operator-16,SC-06,7,start-N1,check-alarm,open-L1,12.39,22.33,0,32.1,8.6,24.7,2.41,0.69,69.5,44.5,309.1,3.9,3.91,0.063,True,True,True,True,SEQUENCE_ERROR
synthetic-00428,operator-16,SC-14,7,restore-ventilation,alarm-K1-high,restore-cooling,135.56,102.66,0,32.1,98.9,564.0,4.38,0.45,62.9,72.4,332.9,8.8,2.82,0.108,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00272,operator-24,SC-05,3,start-N1,drain-E1,open-L1,10.71,9.36,0,49.9,19.4,107.0,3.02,0.67,62.1,38.9,337.8,7.8,4.8,0.128,True,True,True,True,SEQUENCE_ERROR
synthetic-00243,operator-11,SC-14,11,start-N1,check-alarm,open-L1,14.04,21.61,0,27.7,39.3,150.3,3.03,0.6,63.9,44.4,323.7,3.3,3.04,0.101,True,True,True,True,SEQUENCE_ERROR
synthetic-00216,operator-18,SC-07,10,start-N1,set-fuel-70,open-L1,20.85,17.05,0,20.4,7.7,103.9,3.08,0.47,35.4,64.8,343.1,11.7,2.72,0.13,True,True,True,True,SEQUENCE_ERROR
synthetic-00537,operator-19,SC-06,12,set-fuel-45,set-fuel-45,check-process-state,18.77,2.36,4,28.3,99.6,825.5,2.47,0.57,44.8,64.5,351.9,7.7,2.25,0.12,True,True,True,True,DUPLICATE_COMMAND
synthetic-00507,operator-20,SC-01,1,toggle-electric-field,toggle-electric-field,check-process-state,14.2,2.12,4,28.9,97.0,858.2,2.27,0.41,52.1,52.7,316.5,4.6,3.09,0.145,True,True,True,True,DUPLICATE_COMMAND
